MSG_TYPE,MMSI,NAME,IMO_NUMBER,CALL_SIGN,LAT_AVG,LON_AVG,PERIOD,SPEED_KNOTS,COG_DEG,HEADING_DEG,NAV_STATUS,NAV_SENSOR,SHIP_AND_CARGO_TYPE,DRAUGHT,DIM_BOW,DIM_STERN,DIM_PORT,DIM_STARBOARD,MMSI_COUNTRY_CD,RECEIVER
18,367770220,INCOGNITO,None,WDJ3670,37.672819,-122.379752,2019-01-01 00:15:00.000,0.0,155.1,None,None,None,36,None,15,0,0,4,US,D11MN-SF-EAGBS1
18,367771580,DIAMOND SEAS,None,WDJ3805,37.806845,-122.445122,2019-01-01 00:15:00.000,.1,261.0,None,None,None,37,None,15,13,4,3,US,None
3,367833000,CAPELLA,7223508,NBXO,37.748405,-122.379627,2019-01-01 00:15:00.000,0.0,274.3,None,5,1,70,7.5,45,243,11,21,US,D11MN-SF-PREBS1
3,368992000,ALGOL,7303205,NAMW,37.748041,-122.383150,2019-01-01 00:15:00.000,0.0,0.0,265,5,1,70,9.0,45,243,11,21,US,None
1,235010450,EVER SMART,9300403,MLBD9,37.796127,-122.544070,2019-01-01 00:20:00.000,14.5,244.1,245,0,1,70,12.3,211,89,21,22,GB,D11MN-SF-EAGBS1
18,235088685,AC-RELIANCE,None,2EWE5,37.502355,-122.480889,2019-01-01 00:20:00.000,0.0,67.6,None,None,None,37,None,4,5,1,2,GB,D11MN-SF-EAGBS1
3,303865000,CG ASPEN,9259147,NTUG,37.808603,-122.360934,2019-01-01 00:20:00.000,.1,268.0,178,5,0,55,4.0,21,47,9,5,US,VTS11-SF-WGE1
18,338109287,GRACE,None, ,37.780797,-122.387215,2019-01-01 00:20:00.000,0.0,350.2,None,None,None,36,None,11,3,2,2,US,None
18,338141808,FISHING LUHRS,None, ,37.501529,-122.481217,2019-01-01 00:20:00.000,0.0,178.8,None,None,None,37,None,7,5,3,1,US,None
18,338167545,STARFIRE,None, ,37.502271,-122.484889,2019-01-01 00:20:00.000,.1,210.1,None,None,None,36,None,6,6,2,2,US,D11MN-SF-EAGBS1
18,338171267,QUE SERA SERA,None, ,37.501573,-122.481519,2019-01-01 00:20:00.000,0.0,216.4,None,None,None,30,None,6,6,2,2,US,None
18,338181459,F/V NATALIE NICOLE,None, ,37.808937,-122.417759,2019-01-01 00:20:00.000,0.0,None,108,None,None,30,None,2,11,4,1,US,D11MN-SF-PREBS1
18,338186589,COASTAL MOON,None, ,37.780410,-122.386802,2019-01-01 00:20:00.000,.1,143.1,None,None,None,36,None,13,0,4,0,US,D11MN-SF-EAGBS1
18,338186925,TYEE,None,WDI2971,37.502355,-122.480289,2019-01-01 00:20:00.000,0.0,67.6,None,None,None,30,None,3,6,1,2,US,D11MN-SF-EAGBS1
18,338189924,DARK SIDE,None, ,37.806765,-122.446033,2019-01-01 00:20:00.000,0.0,126.8,None,None,None,37,None,7,12,3,2,US,D11MN-SF-PTSBS1
18,338253266,ESKENAS,None, ,37.807360,-122.441214,2019-01-01 00:20:00.000,0.0,175.0,None,None,None,36,None,8,5,0,3,US,D11MN-SF-PREBS1
18,338303904,PACIFIC SNAPPER,None, ,37.501505,-122.484585,2019-01-01 00:20:00.000,0.0,182.7,None,None,None,37,None,3,7,2,2,US,None
3,338309000,YACHT LADY,0,WDA2527,37.672071,-122.380274,2019-01-01 00:20:00.000,0.0,None,None,5,15,37,3.0,0,0,0,0,US,None
18,338311146,CHALUTIER,None, ,37.807115,-122.440487,2019-01-01 00:20:00.000,.1,186.2,None,None,None,37,None,9,4,2,2,US,VTS11-SF-MTT1
18,338311357,FREEDOM 2,None, ,37.806136,-122.446932,2019-01-01 00:20:00.000,.1,None,None,None,None,36,None,14,0,2,0,US,D11MN-SF-PTSBS1
18,338326777,GEMMA DEL MAR,None, ,37.780455,-122.386020,2019-01-01 00:20:00.000,.1,None,None,None,None,36,None,13,0,0,2,US,None
18,366925550,STACY JOANNE,None,WDB6500,37.502183,-122.482394,2019-01-01 00:20:00.000,0.0,0.0,None,None,None,30,None,6,7,3,3,US,D11MN-SF-EAGBS1
3,366961920,CALIFORNIA HORNBLOWE,0,WDB8632,37.798287,-122.393900,2019-01-01 00:20:00.000,0.0,206.0,None,5,15,0,0.0,15,39,3,7,US,D11MN-SF-EAGBS1
1,366983830,PERALTA,8968260,WDB9847,37.794531,-122.390923,2019-01-01 00:20:00.000,.8,239.6,235,0,1,60,0.0,15,18,5,5,US,D11MN-SF-WLGBS1
1,366985270,HARBOR EMPEROR,0,WCY6430,37.809049,-122.411092,2019-01-01 00:20:00.000,0.0,215.6,149,5,1,60,0.0,9,22,4,4,US,VTS11-SF-PTB
1,366985290,ROYAL STAR,0,WCY6432,37.809506,-122.412104,2019-01-01 00:20:00.000,0.0,176.5,None,0,1,60,2.4,10,20,5,5,US,VTS11-SF-WGE1
1,366989380,MARE ISLAND,9144665,WDC2198,37.796890,-122.393391,2019-01-01 00:20:00.000,0.0,207.6,234,0,1,60,3.0,12,30,5,5,US,VTS11-SF-WGE1
1,366990520,DEL NORTE,0,WDC2280,37.795974,-122.392849,2019-01-01 00:20:00.000,0.0,231.3,215,0,1,40,0.0,16,32,12,12,US,D13MN-PS-GOLBS1
3,367165570,SAM,9173496,WDD5908,37.802788,-122.397615,2019-01-01 00:20:00.000,0.0,235.0,55,5,1,52,4.9,19,14,6,6,US,VTS08-PA-TXP2
1,367380880,GEMINI,9550747,WDE6488,37.795109,-122.391757,2019-01-01 00:20:00.000,0.0,186.7,None,0,1,60,2.0,20,25,1,9,US,VTS11-SF-WGE1
1,367425230,CALIFORNIA SPIRIT,0,WDF2131,37.781402,-122.386513,2019-01-01 00:20:00.000,0.0,203.5,None,0,15,6,1.9,0,0,0,0,US,VTS11-SF-MTT1
3,367431840,AD ASTRA,0,WDF2783,37.502376,-122.480501,2019-01-01 00:20:00.000,0.0,None,174,5,3,36,1.2,3,5,1,1,US,None
1,367436230,TAURUS,0,WDF3127,37.664183,-122.375850,2019-01-01 00:20:00.000,6.0,166.4,108,5,0,60,0.0,18,17,4,4,US,VTS11-SF-MTT1
18,367474730,LA DOLCE VITA,None,WDF6483,37.781158,-122.386741,2019-01-01 00:20:00.000,.1,350.1,None,None,None,36,None,115,1,2,12,US,VTS11-SF-PSP
18,367521620,MAGRATHEA,None,WDG3019,37.673120,-122.380632,2019-01-01 00:20:00.000,.1,68.1,None,None,None,36,None,11,0,2,1,US,None
18,367556560,HYPERFISH,None,WDG6398,37.808890,-122.417775,2019-01-01 00:20:00.000,0.0,171.2,None,None,None,30,None,3,9,2,2,US,D11MN-SF-PREBS1
1,367654260,FALCON,0,WDH8060,37.774659,-122.385599,2019-01-01 00:20:00.000,.1,240.6,None,0,15,99,0.2,6,10,1,4,US,D11MN-SF-PREBS1
18,367725380,EVENTIDE,None,WDI7105,37.807583,-122.442200,2019-01-01 00:20:00.000,.1,275.8,260,None,None,37,None,5,11,2,3,US,VTS11-SF-MTT1
3,367733650,FIREBOAT 3,0,WDI7931,37.790456,-122.388254,2019-01-01 00:20:00.000,.1,278.6,247,5,1,51,3.0,0,0,0,0,US,D11MN-SF-EAGBS1
18,367770220,INCOGNITO,None,WDJ3670,37.672819,-122.379752,2019-01-01 00:20:00.000,0.0,155.1,None,None,None,36,None,15,0,0,4,US,D11MN-SF-EAGBS1
18,367771580,DIAMOND SEAS,None,WDJ3805,37.806844,-122.445118,2019-01-01 00:20:00.000,0.0,261.0,None,None,None,37,None,15,13,4,3,US,None
3,367833000,CAPELLA,7223508,NBXO,37.748401,-122.379639,2019-01-01 00:20:00.000,0.0,274.3,None,5,1,70,7.5,45,243,11,21,US,D11MN-SF-PREBS1
1,368060190,P/V_GOLDEN_GATE,0,WDK4954,37.800585,-122.384826,2019-01-01 00:20:00.000,15.5,276.5,None,15,15,50,0.0,14,7,4,2,US,D11MN-SF-EAGBS1
3,368992000,ALGOL,7303205,NAMW,37.748073,-122.383136,2019-01-01 00:20:00.000,0.0,0.0,265,5,1,70,9.0,45,243,11,21,US,None
1,636091380,CAP PALMERSTON,9344643,A8MW6,37.809117,-122.507621,2019-01-01 00:20:00.000,17.2,244.9,244,0,1,71,9.1,163,23,14,14,LR,D11MN-SD-SOPBS1
1,235010450,EVER SMART,9300403,MLBD9,37.787055,-122.568600,2019-01-01 00:25:00.000,15.0,244.8,246,0,1,70,12.3,211,89,21,22,GB,D11MN-SF-EAGBS1
18,235088685,AC-RELIANCE,None,2EWE5,37.502348,-122.480895,2019-01-01 00:25:00.000,0.0,77.9,None,None,None,37,None,4,5,1,2,GB,D11MN-SF-EAGBS1
3,303865000,CG ASPEN,9259147,NTUG,37.808601,-122.360933,2019-01-01 00:25:00.000,0.0,226.4,178,5,0,55,4.0,21,47,9,5,US,VTS11-SF-WGE1
18,338109287,GRACE,None, ,37.780842,-122.387198,2019-01-01 00:25:00.000,0.0,24.2,None,None,None,36,None,11,3,2,2,US,None
18,338141808,FISHING LUHRS,None, ,37.501521,-122.481227,2019-01-01 00:25:00.000,0.0,0.0,None,None,None,37,None,7,5,3,1,US,None
18,338166398,LADY FISH,None, ,37.778567,-122.386940,2019-01-01 00:25:00.000,.1,243.1,None,None,None,37,None,4,5,2,2,US,VTS11-SF-PSP
18,338167545,STARFIRE,None, ,37.502273,-122.484879,2019-01-01 00:25:00.000,0.0,210.1,None,None,None,36,None,6,6,2,2,US,D11MN-SF-EAGBS1
18,338171267,QUE SERA SERA,None, ,37.501580,-122.481515,2019-01-01 00:25:00.000,0.0,216.4,None,None,None,30,None,6,6,2,2,US,None
18,338181459,F/V NATALIE NICOLE,None, ,37.808946,-122.417762,2019-01-01 00:25:00.000,0.0,None,109,None,None,30,None,2,11,4,1,US,D11MN-SF-PREBS1
18,338186589,COASTAL MOON,None, ,37.780433,-122.386803,2019-01-01 00:25:00.000,0.0,198.3,None,None,None,36,None,13,0,4,0,US,D11MN-SF-EAGBS1
18,338186925,TYEE,None,WDI2971,37.502356,-122.480287,2019-01-01 00:25:00.000,0.0,67.6,None,None,None,30,None,3,6,1,2,US,D11MN-SF-EAGBS1
18,338189924,DARK SIDE,None, ,37.806741,-122.446005,2019-01-01 00:25:00.000,0.0,126.8,None,None,None,37,None,7,12,3,2,US,D11MN-SF-PTSBS1
18,338253266,ESKENAS,None, ,37.807356,-122.441220,2019-01-01 00:25:00.000,0.0,187.1,None,None,None,36,None,8,5,0,3,US,D11MN-SF-PREBS1
18,338303904,PACIFIC SNAPPER,None, ,37.501505,-122.484586,2019-01-01 00:25:00.000,0.0,182.7,None,None,None,37,None,3,7,2,2,US,None
3,338309000,YACHT LADY,0,WDA2527,37.672064,-122.380271,2019-01-01 00:25:00.000,0.0,None,None,5,15,37,3.0,0,0,0,0,US,None
18,338311146,CHALUTIER,None, ,37.807115,-122.440491,2019-01-01 00:25:00.000,0.0,182.3,None,None,None,37,None,9,4,2,2,US,VTS11-SF-MTT1
18,338311357,FREEDOM 2,None, ,37.806127,-122.446909,2019-01-01 00:25:00.000,.1,None,None,None,None,36,None,14,0,2,0,US,D11MN-SF-PTSBS1
18,338326777,GEMMA DEL MAR,None, ,37.780444,-122.386007,2019-01-01 00:25:00.000,0.0,None,None,None,None,36,None,13,0,0,2,US,None
18,366925550,STACY JOANNE,None,WDB6500,37.502172,-122.482404,2019-01-01 00:25:00.000,0.0,177.4,None,None,None,30,None,6,7,3,3,US,D11MN-SF-EAGBS1
3,366961920,CALIFORNIA HORNBLOWE,0,WDB8632,37.798278,-122.393905,2019-01-01 00:25:00.000,0.0,114.3,None,5,15,0,0.0,15,39,3,7,US,D11MN-SF-EAGBS1
1,366981360,OLD BLUE,0,WDB9712,37.809242,-122.412547,2019-01-01 00:25:00.000,0.0,111.1,None,0,1,60,3.0,9,15,7,2,US,D11MN-SF-BUSBS1
1,366983830,PERALTA,8968260,WDB9847,37.794500,-122.390977,2019-01-01 00:25:00.000,0.0,245.2,234,0,1,60,0.0,15,18,5,5,US,D11MN-SF-WLGBS1
3,366985270,HARBOR EMPEROR,0,WCY6430,37.809049,-122.411091,2019-01-01 00:25:00.000,.1,213.0,150,5,1,60,0.0,9,22,4,4,US,VTS11-SF-PTB
1,366985290,ROYAL STAR,0,WCY6432,37.809503,-122.412090,2019-01-01 00:25:00.000,0.0,172.3,None,0,1,60,2.4,10,20,5,5,US,VTS11-SF-WGE1
1,366989380,MARE ISLAND,9144665,WDC2198,37.796889,-122.393391,2019-01-01 00:25:00.000,0.0,207.4,234,0,1,60,3.0,12,30,5,5,US,VTS11-SF-WGE1
1,366990520,DEL NORTE,0,WDC2280,37.799347,-122.390321,2019-01-01 00:25:00.000,15.1,106.8,166,0,1,40,0.0,16,32,12,12,US,D13MN-PS-GOLBS1
3,367165570,SAM,9173496,WDD5908,37.802784,-122.397633,2019-01-01 00:25:00.000,0.0,138.6,55,5,1,52,4.9,19,14,6,6,US,VTS08-PA-TXP2
1,367380880,GEMINI,9550747,WDE6488,37.795100,-122.391761,2019-01-01 00:25:00.000,0.0,172.5,None,0,1,60,2.0,20,25,1,9,US,VTS11-SF-WGE1
1,367425230,CALIFORNIA SPIRIT,0,WDF2131,37.781408,-122.386525,2019-01-01 00:25:00.000,0.0,208.3,None,0,15,6,1.9,0,0,0,0,US,VTS11-SF-MTT1
3,367431840,AD ASTRA,0,WDF2783,37.502384,-122.480489,2019-01-01 00:25:00.000,0.0,None,174,5,3,36,1.2,3,5,1,1,US,None
18,367474730,LA DOLCE VITA,None,WDF6483,37.781158,-122.386737,2019-01-01 00:25:00.000,0.0,340.1,None,None,None,36,None,115,1,2,12,US,VTS11-SF-PSP
18,367521620,MAGRATHEA,None,WDG3019,37.673126,-122.380631,2019-01-01 00:25:00.000,0.0,68.1,None,None,None,36,None,11,0,2,1,US,None
18,367556560,HYPERFISH,None,WDG6398,37.808884,-122.417781,2019-01-01 00:25:00.000,0.0,171.2,None,None,None,30,None,3,9,2,2,US,D11MN-SF-PREBS1
1,367654260,FALCON,0,WDH8060,37.774655,-122.385606,2019-01-01 00:25:00.000,.1,232.6,None,0,15,99,0.2,6,10,1,4,US,D11MN-SF-PREBS1
18,367725380,EVENTIDE,None,WDI7105,37.807584,-122.442200,2019-01-01 00:25:00.000,0.0,275.8,141,None,None,37,None,5,11,2,3,US,VTS11-SF-MTT1
3,367733650,FIREBOAT 3,0,WDI7931,37.790438,-122.388250,2019-01-01 00:25:00.000,.1,285.3,247,5,1,51,3.0,0,0,0,0,US,D11MN-SF-EAGBS1
18,367770220,INCOGNITO,None,WDJ3670,37.672816,-122.379762,2019-01-01 00:25:00.000,0.0,155.1,None,None,None,36,None,15,0,0,4,US,D11MN-SF-EAGBS1
18,367771580,DIAMOND SEAS,None,WDJ3805,37.806848,-122.445112,2019-01-01 00:25:00.000,0.0,261.0,None,None,None,37,None,15,13,4,3,US,None
3,367833000,CAPELLA,7223508,NBXO,37.748399,-122.379637,2019-01-01 00:25:00.000,0.0,274.3,None,5,1,70,7.5,45,243,11,21,US,D11MN-SF-PREBS1
1,368060190,P/V_GOLDEN_GATE,0,WDK4954,37.801159,-122.396459,2019-01-01 00:25:00.000,.3,180.1,None,15,15,50,0.0,14,7,4,2,US,D11MN-SF-EAGBS1
3,368992000,ALGOL,7303205,NAMW,37.748039,-122.383156,2019-01-01 00:25:00.000,0.0,0.0,265,5,1,70,9.0,45,243,11,21,US,None
1,636091380,CAP PALMERSTON,9344643,A8MW6,37.798831,-122.534673,2019-01-01 00:25:00.000,16.3,244.5,245,0,1,71,9.1,163,23,14,14,LR,D11MN-SD-SOPBS1
1,235010450,EVER SMART,9300403,MLBD9,37.779404,-122.592734,2019-01-01 00:30:00.000,15.3,249.1,250,0,1,70,12.3,211,89,21,22,GB,D11MN-SF-EAGBS1
18,235088685,AC-RELIANCE,None,2EWE5,37.502348,-122.480903,2019-01-01 00:30:00.000,0.0,77.0,None,None,None,37,None,4,5,1,2,GB,D11MN-SF-EAGBS1
3,303865000,CG ASPEN,9259147,NTUG,37.808601,-122.360935,2019-01-01 00:30:00.000,.1,188.3,178,5,0,55,4.0,21,47,9,5,US,VTS11-SF-WGE1
18,338109287,GRACE,None, ,37.780835,-122.387204,2019-01-01 00:30:00.000,0.0,355.2,None,None,None,36,None,11,3,2,2,US,None
18,338141808,FISHING LUHRS,None, ,37.501529,-122.481223,2019-01-01 00:30:00.000,0.0,146.2,None,None,None,37,None,7,5,3,1,US,None
18,338166398,LADY FISH,None, ,37.778571,-122.386942,2019-01-01 00:30:00.000,0.0,231.5,None,None,None,37,None,4,5,2,2,US,VTS11-SF-PSP
18,338167545,STARFIRE,None, ,37.502252,-122.484893,2019-01-01 00:30:00.000,0.0,210.1,None,None,None,36,None,6,6,2,2,US,D11MN-SF-EAGBS1
18,338171267,QUE SERA SERA,None, ,37.501578,-122.481512,2019-01-01 00:30:00.000,.1,216.4,None,None,None,30,None,6,6,2,2,US,None
18,338181459,F/V NATALIE NICOLE,None, ,37.808934,-122.417759,2019-01-01 00:30:00.000,0.0,None,110,None,None,30,None,2,11,4,1,US,D11MN-SF-PREBS1
18,338186589,COASTAL MOON,None, ,37.780431,-122.386784,2019-01-01 00:30:00.000,.1,190.5,None,None,None,36,None,13,0,4,0,US,D11MN-SF-EAGBS1
18,338186925,TYEE,None,WDI2971,37.502360,-122.480285,2019-01-01 00:30:00.000,0.0,67.6,None,None,None,30,None,3,6,1,2,US,D11MN-SF-EAGBS1
18,338189924,DARK SIDE,None, ,37.806682,-122.445975,2019-01-01 00:30:00.000,0.0,126.8,None,None,None,37,None,7,12,3,2,US,D11MN-SF-PTSBS1
18,338253266,ESKENAS,None, ,37.807356,-122.441200,2019-01-01 00:30:00.000,.1,332.4,None,None,None,36,None,8,5,0,3,US,D11MN-SF-PREBS1
18,338300727,RETAINED EARNINGS,None, ,37.805971,-122.443564,2019-01-01 00:30:00.000,0.0,33.9,None,None,None,37,None,3,2,1,1,US,D11MN-SF-PREBS1
3,338309000,YACHT LADY,0,WDA2527,37.672063,-122.380277,2019-01-01 00:30:00.000,0.0,None,None,5,15,37,3.0,0,0,0,0,US,None
18,338311146,CHALUTIER,None, ,37.807116,-122.440485,2019-01-01 00:30:00.000,.1,182.3,None,None,None,37,None,9,4,2,2,US,VTS11-SF-MTT1
18,338311357,FREEDOM 2,None, ,37.806117,-122.446890,2019-01-01 00:30:00.000,.1,None,None,None,None,36,None,14,0,2,0,US,D11MN-SF-PTSBS1
18,338326777,GEMMA DEL MAR,None, ,37.780441,-122.386007,2019-01-01 00:30:00.000,0.0,None,None,None,None,36,None,13,0,0,2,US,None
1,352745000,DEMETER LEADER,9477921,H9HS,37.773306,-122.599357,2019-01-01 00:30:00.000,13.5,70.6,68,0,1,79,7.1,12,187,20,12,PA,D11MN-LA-SNIBS1
18,366925550,STACY JOANNE,None,WDB6500,37.502174,-122.482405,2019-01-01 00:30:00.000,0.0,178.8,None,None,None,30,None,6,7,3,3,US,D11MN-SF-EAGBS1
3,366961920,CALIFORNIA HORNBLOWE,0,WDB8632,37.798280,-122.393909,2019-01-01 00:30:00.000,0.0,207.9,None,5,15,0,0.0,15,39,3,7,US,D11MN-SF-EAGBS1
1,366981360,OLD BLUE,0,WDB9712,37.809246,-122.412550,2019-01-01 00:30:00.000,0.0,199.9,None,0,1,60,3.0,9,15,7,2,US,D11MN-SF-BUSBS1
1,366983830,PERALTA,8968260,WDB9847,37.794647,-122.389656,2019-01-01 00:30:00.000,2.8,144.4,208,0,1,60,0.0,15,18,5,5,US,D11MN-SF-WLGBS1
3,366985270,HARBOR EMPEROR,0,WCY6430,37.809047,-122.411090,2019-01-01 00:30:00.000,0.0,316.5,149,5,1,60,0.0,9,22,4,4,US,VTS11-SF-PTB
1,366985290,ROYAL STAR,0,WCY6432,37.809509,-122.412107,2019-01-01 00:30:00.000,0.0,132.2,None,0,1,60,2.4,10,20,5,5,US,VTS11-SF-WGE1
1,366989380,MARE ISLAND,9144665,WDC2198,37.797356,-122.392361,2019-01-01 00:30:00.000,2.8,144.9,190,0,1,60,3.0,12,30,5,5,US,VTS11-SF-WGE1
3,367165570,SAM,9173496,WDD5908,37.802793,-122.397637,2019-01-01 00:30:00.000,0.0,232.7,56,5,1,52,4.9,19,14,6,6,US,VTS08-PA-TXP2
18,367310560,KITTYY KAT,None,WDD9383,37.808282,-122.408019,2019-01-01 00:30:00.000,.2,168.3,None,None,None,30,None,6,13,4,3,US,D11MN-SF-PREBS1
1,367380880,GEMINI,9550747,WDE6488,37.795096,-122.391765,2019-01-01 00:30:00.000,0.0,200.1,None,0,1,60,2.0,20,25,1,9,US,VTS11-SF-WGE1
1,367425230,CALIFORNIA SPIRIT,0,WDF2131,37.781412,-122.386528,2019-01-01 00:30:00.000,0.0,201.5,None,0,15,6,1.9,0,0,0,0,US,VTS11-SF-MTT1
3,367431840,AD ASTRA,0,WDF2783,37.502378,-122.480490,2019-01-01 00:30:00.000,0.0,None,174,5,3,36,1.2,3,5,1,1,US,None
18,367521620,MAGRATHEA,None,WDG3019,37.673118,-122.380639,2019-01-01 00:30:00.000,0.0,68.1,None,None,None,36,None,11,0,2,1,US,None
18,367556560,HYPERFISH,None,WDG6398,37.808884,-122.417777,2019-01-01 00:30:00.000,0.0,171.2,None,None,None,30,None,3,9,2,2,US,D11MN-SF-PREBS1
1,367654260,FALCON,0,WDH8060,37.774656,-122.385603,2019-01-01 00:30:00.000,0.0,254.2,None,0,15,99,0.2,6,10,1,4,US,D11MN-SF-PREBS1
18,367725380,EVENTIDE,None,WDI7105,37.807594,-122.442200,2019-01-01 00:30:00.000,0.0,275.8,262,None,None,37,None,5,11,2,3,US,VTS11-SF-MTT1
3,367733650,FIREBOAT 3,0,WDI7931,37.790409,-122.388099,2019-01-01 00:30:00.000,.1,271.3,247,5,1,51,3.0,0,0,0,0,US,D11MN-SF-EAGBS1
18,367770220,INCOGNITO,None,WDJ3670,37.672821,-122.379754,2019-01-01 00:30:00.000,0.0,155.1,None,None,None,36,None,15,0,0,4,US,D11MN-SF-EAGBS1
18,367771580,DIAMOND SEAS,None,WDJ3805,37.806848,-122.445114,2019-01-01 00:30:00.000,0.0,261.0,None,None,None,37,None,15,13,4,3,US,None
3,367833000,CAPELLA,7223508,NBXO,37.748383,-122.379652,2019-01-01 00:30:00.000,0.0,274.3,None,5,1,70,7.5,45,243,11,21,US,D11MN-SF-PREBS1
1,368060190,P/V_GOLDEN_GATE,0,WDK4954,37.801147,-122.396437,2019-01-01 00:30:00.000,0.0,182.7,None,15,15,50,0.0,14,7,4,2,US,D11MN-SF-EAGBS1
3,368992000,ALGOL,7303205,NAMW,37.748046,-122.383155,2019-01-01 00:30:00.000,0.0,0.0,265,5,1,70,9.0,45,243,11,21,US,None
1,636091380,CAP PALMERSTON,9344643,A8MW6,37.789539,-122.560528,2019-01-01 00:30:00.000,15.8,247.2,247,0,1,71,9.1,163,23,14,14,LR,D11MN-SD-SOPBS1
18,235088685,AC-RELIANCE,None,2EWE5,37.502341,-122.480907,2019-01-01 00:35:00.000,0.0,94.8,None,None,None,37,None,4,5,1,2,GB,D11MN-SF-EAGBS1
3,303865000,CG ASPEN,9259147,NTUG,37.808603,-122.360939,2019-01-01 00:35:00.000,0.0,267.0,177,5,0,55,4.0,21,47,9,5,US,VTS11-SF-WGE1
18,338109287,GRACE,None, ,37.780850,-122.387211,2019-01-01 00:35:00.000,0.0,7.2,None,None,None,36,None,11,3,2,2,US,None
18,338141808,FISHING LUHRS,None, ,37.501527,-122.481227,2019-01-01 00:35:00.000,0.0,200.0,None,None,None,37,None,7,5,3,1,US,None
18,338142695,MISS PERCEPTION,None, ,37.640733,-122.414677,2019-01-01 00:35:00.000,0.0,None,None,None,None,37,None,2,0,0,0,US,VTS11-SF-PSP
18,338167545,STARFIRE,None, ,37.502268,-122.484897,2019-01-01 00:35:00.000,0.0,210.1,None,None,None,36,None,6,6,2,2,US,D11MN-SF-EAGBS1
18,338171267,QUE SERA SERA,None, ,37.501587,-122.481512,2019-01-01 00:35:00.000,0.0,216.4,None,None,None,30,None,6,6,2,2,US,None
18,338181459,F/V NATALIE NICOLE,None, ,37.808932,-122.417765,2019-01-01 00:35:00.000,0.0,None,109,None,None,30,None,2,11,4,1,US,D11MN-SF-PREBS1
18,338186589,COASTAL MOON,None, ,37.780419,-122.386793,2019-01-01 00:35:00.000,0.0,190.5,None,None,None,36,None,13,0,4,0,US,D11MN-SF-EAGBS1
18,338186925,TYEE,None,WDI2971,37.502360,-122.480280,2019-01-01 00:35:00.000,0.0,67.6,None,None,None,30,None,3,6,1,2,US,D11MN-SF-EAGBS1
18,338189924,DARK SIDE,None, ,37.806640,-122.445976,2019-01-01 00:35:00.000,0.0,126.8,None,None,None,37,None,7,12,3,2,US,D11MN-SF-PTSBS1
18,338253266,ESKENAS,None, ,37.807376,-122.441214,2019-01-01 00:35:00.000,0.0,332.4,None,None,None,36,None,8,5,0,3,US,D11MN-SF-PREBS1
18,338303904,PACIFIC SNAPPER,None, ,37.501506,-122.484584,2019-01-01 00:35:00.000,0.0,182.7,None,None,None,37,None,3,7,2,2,US,None
3,338309000,YACHT LADY,0,WDA2527,37.672062,-122.380277,2019-01-01 00:35:00.000,0.0,None,None,5,15,37,3.0,0,0,0,0,US,None
18,338311146,CHALUTIER,None, ,37.807113,-122.440487,2019-01-01 00:35:00.000,0.0,182.3,None,None,None,37,None,9,4,2,2,US,VTS11-SF-MTT1
18,338311357,FREEDOM 2,None, ,37.806123,-122.446927,2019-01-01 00:35:00.000,0.0,None,None,None,None,36,None,14,0,2,0,US,D11MN-SF-PTSBS1
18,338326777,GEMMA DEL MAR,None, ,37.780443,-122.385994,2019-01-01 00:35:00.000,0.0,None,None,None,None,36,None,13,0,0,2,US,None
1,352745000,DEMETER LEADER,9477921,H9HS,37.779421,-122.577714,2019-01-01 00:35:00.000,14.4,67.9,66,0,1,79,7.1,12,187,20,12,PA,D11MN-LA-SNIBS1
3,366961920,CALIFORNIA HORNBLOWE,0,WDB8632,37.798270,-122.393919,2019-01-01 00:35:00.000,0.0,102.0,None,5,15,0,0.0,15,39,3,7,US,D11MN-SF-EAGBS1
1,366970020,MENDOCINO,0,WDB9115,37.798977,-122.391621,2019-01-01 00:35:00.000,10.3,193.7,198,0,1,69,0.0,24,24,5,6,US,None
1,366981360,OLD BLUE,0,WDB9712,37.809255,-122.412563,2019-01-01 00:35:00.000,.3,191.4,None,0,1,60,3.0,9,15,7,2,US,D11MN-SF-BUSBS1
1,366983830,PERALTA,8968260,WDB9847,37.796437,-122.365289,2019-01-01 00:35:00.000,28.3,82.6,80,0,1,60,0.0,15,18,5,5,US,D11MN-SF-WLGBS1
3,366985270,HARBOR EMPEROR,0,WCY6430,37.809046,-122.411090,2019-01-01 00:35:00.000,.1,195.7,149,5,1,60,0.0,9,22,4,4,US,VTS11-SF-PTB
1,366985290,ROYAL STAR,0,WCY6432,37.809487,-122.412087,2019-01-01 00:35:00.000,0.0,98.7,None,0,1,60,2.4,10,20,5,5,US,VTS11-SF-WGE1
3,367165570,SAM,9173496,WDD5908,37.802786,-122.397654,2019-01-01 00:35:00.000,0.0,233.4,56,5,1,52,4.9,19,14,6,6,US,VTS08-PA-TXP2
18,367310560,KITTYY KAT,None,WDD9383,37.808433,-122.408035,2019-01-01 00:35:00.000,.4,168.3,None,None,None,30,None,6,13,4,3,US,D11MN-SF-PREBS1
1,367380880,GEMINI,9550747,WDE6488,37.794093,-122.387847,2019-01-01 00:35:00.000,13.0,138.2,None,0,1,60,2.0,20,25,1,9,US,VTS11-SF-WGE1
1,367391830,PISCES,9550759,WDE7319,37.664157,-122.373577,2019-01-01 00:35:00.000,9.6,246.9,247,0,1,0,0.0,18,17,4,4,US,VTS11-SF-PSP
